,index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
10983,28480,29,60000,MORTGAGE,7.0,MEDICAL,A,8500,6.92,0,0.14,N,7
10984,4395,22,40000,MORTGAGE,5.0,MEDICAL,A,5000,7.68,0,0.13,N,4
10985,23553,27,64000,OWN,11.0,VENTURE,A,5000,5.79,0,0.08,N,5
10986,31152,43,79000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,8.88,0,0.05,N,12
10987,17350,21,25000,MORTGAGE,2.0,PERSONAL,B,3600,9.91,0,0.14,N,4
10988,22074,28,112200,RENT,11.0,MEDICAL,C,7000,11.66,0,0.06,Y,7
10989,7106,22,51500,MORTGAGE,6.0,EDUCATION,B,7500,9.88,0,0.15,N,3
10990,16305,24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5500,8.59,0,0.1,N,4
10991,13660,24,56000,RENT,2.0,DEBTCONSOLIDATION,B,13000,11.83,0,0.23,N,4
10992,20472,30,31000,RENT,1.0,MEDICAL,C,4800,13.43,0,0.15,Y,5
10993,12390,24,80004,MORTGAGE,8.0,VENTURE,A,6000,8.63,0,0.07,N,4
10994,16847,25,72000,RENT,2.0,MEDICAL,B,10000,10.37,0,0.14,N,4
10995,16022,23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.21,N,4
10996,26286,29,100000,MORTGAGE,0.0,EDUCATION,C,12025,13.49,0,0.12,N,9
10997,9064,22,60000,RENT,2.0,EDUCATION,B,8000,10.0,0,0.13,N,4
10998,23954,33,68000,MORTGAGE,8.0,PERSONAL,B,3500,11.99,0,0.05,N,10
10999,3442,24,45996,RENT,2.0,VENTURE,C,10800,13.16,0,0.23,N,4
11000,345,23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3
11001,22689,28,57000,MORTGAGE,2.0,VENTURE,C,6000,12.73,0,0.11,N,10
11002,29431,36,16800,RENT,2.0,PERSONAL,C,1200,13.06,0,0.07,N,15
11003,7359,25,72600,RENT,5.0,HOMEIMPROVEMENT,A,6500,7.74,0,0.09,N,2
11004,25533,32,80000,RENT,3.0,HOMEIMPROVEMENT,A,12000,6.62,0,0.15,N,10
11005,22988,35,39996,RENT,4.0,EDUCATION,A,8000,5.99,0,0.2,N,5
11006,21937,29,95000,RENT,0.0,VENTURE,B,6000,11.49,0,0.06,N,7
11007,9902,23,65000,MORTGAGE,5.0,EDUCATION,B,4000,11.49,0,0.06,N,4
11008,26674,33,110000,MORTGAGE,10.0,MEDICAL,A,18000,6.99,0,0.16,N,9
11009,24078,34,38400,RENT,3.0,MEDICAL,A,10000,7.49,0,0.26,N,6
11010,21208,29,45600,MORTGAGE,9.0,PERSONAL,A,2000,7.88,0,0.04,N,10
11011,31492,38,99996,OWN,22.0,HOMEIMPROVEMENT,D,25000,14.96,0,0.25,Y,13
11012,1747,24,28900,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5500,12.98,0,0.19,Y,2
11013,3895,22,40000,RENT,1.0,EDUCATION,B,4000,12.69,0,0.1,N,3
11014,9332,22,61000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,21000,14.26,0,0.34,Y,4
11015,14459,24,107203,MORTGAGE,8.0,PERSONAL,A,6000,7.4,0,0.06,N,2
11016,17494,23,44004,OWN,7.0,EDUCATION,A,17000,6.62,0,0.39,N,2
11017,19335,27,24000,RENT,0.0,PERSONAL,B,2800,10.95,0,0.12,N,10
11018,9322,26,62000,RENT,7.0,PERSONAL,C,8000,12.99,0,0.13,N,4
11019,2124,24,41300,RENT,2.0,EDUCATION,C,2400,12.68,0,0.06,N,2
11020,5355,26,45000,MORTGAGE,6.0,VENTURE,A,5000,6.99,0,0.11,N,2
11021,1611,23,42000,RENT,3.0,DEBTCONSOLIDATION,B,1500,10.71,0,0.04,N,2
11022,25851,30,91000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18500,12.42,0,0.2,N,7
11023,20467,29,40000,OTHER,1.0,MEDICAL,A,10000,8.0,0,0.25,N,10
11024,20153,27,33000,RENT,7.0,EDUCATION,A,4000,6.76,0,0.12,N,9
11025,23466,29,63000,MORTGAGE,5.0,MEDICAL,B,7400,10.99,0,0.12,N,10
11026,22449,27,55000,MORTGAGE,2.0,MEDICAL,B,9600,9.62,0,0.17,N,9
11027,17453,23,66000,RENT,0.0,EDUCATION,B,9200,11.86,0,0.14,N,2
11028,30193,37,48500,MORTGAGE,4.0,PERSONAL,A,6000,7.88,0,0.12,N,12
11029,3350,22,39500,RENT,3.0,DEBTCONSOLIDATION,C,11000,12.68,0,0.28,Y,2
11030,31679,38,120000,OWN,11.0,VENTURE,D,23600,14.96,0,0.2,Y,13
11031,10752,24,40000,RENT,0.0,PERSONAL,A,10000,8.49,0,0.25,N,3
11032,16624,22,36000,RENT,1.0,VENTURE,A,6000,7.51,0,0.17,N,4
11033,3068,21,35004,OWN,0.0,EDUCATION,D,3000,15.58,0,0.09,N,3
11034,16175,21,60000,MORTGAGE,5.0,EDUCATION,A,6000,6.91,0,0.1,N,2
11035,12854,26,42000,RENT,10.0,MEDICAL,B,3000,11.83,0,0.07,N,2
11036,20859,29,59520,RENT,13.0,HOMEIMPROVEMENT,A,9000,5.42,0,0.15,N,9
11037,28571,27,58000,RENT,0.0,EDUCATION,C,4600,13.99,0,0.08,Y,10
11038,26604,32,107800,OWN,3.0,EDUCATION,C,5200,14.65,0,0.05,Y,8
11039,14603,26,110000,MORTGAGE,0.0,VENTURE,A,15600,6.17,0,0.14,N,4
11040,29545,37,24500,RENT,0.0,PERSONAL,B,2400,11.71,0,0.1,N,11
11041,25383,29,84000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,11.83,0,0.24,N,5
11042,1801,22,24000,RENT,1.0,EDUCATION,C,2000,13.11,0,0.08,Y,4
11043,19985,30,37200,MORTGAGE,0.0,MEDICAL,C,6600,13.49,0,0.18,N,9
11044,245,24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3
11045,6297,21,33280,RENT,0.0,VENTURE,C,6000,13.23,0,0.18,Y,2
11046,2309,25,24996,RENT,8.0,VENTURE,C,2500,12.98,0,0.1,N,4
11047,26781,33,112732,OWN,5.0,PERSONAL,B,5000,12.69,0,0.04,N,5
11048,16439,25,47000,OWN,9.0,VENTURE,A,4000,6.62,0,0.09,N,2
11049,10231,26,58000,RENT,10.0,EDUCATION,C,9600,13.99,0,0.17,Y,4
11050,18288,31,85000,RENT,6.0,MEDICAL,B,22000,11.58,0,0.26,N,5
11051,8989,25,60000,MORTGAGE,3.0,VENTURE,B,10000,11.49,0,0.17,N,4
11052,23117,32,55000,RENT,0.0,PERSONAL,B,8000,10.0,0,0.15,N,9
11053,2527,26,21000,RENT,3.0,PERSONAL,B,3000,10.59,0,0.14,N,2
11054,12613,26,83957,MORTGAGE,4.0,MEDICAL,A,3000,8.94,0,0.04,N,3
11055,18904,28,28800,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2000,10.59,0,0.07,N,7
11056,1744,23,16800,RENT,0.0,DEBTCONSOLIDATION,B,1950,10.37,0,0.12,N,2
11057,10918,24,70000,OWN,0.0,EDUCATION,B,15000,12.18,0,0.21,N,2
11058,21212,27,98000,RENT,3.0,VENTURE,C,5000,13.98,0,0.05,Y,6
11059,17095,21,45000,RENT,3.0,PERSONAL,B,10000,10.25,0,0.22,N,2
11060,29624,39,50000,RENT,8.0,PERSONAL,B,12000,11.71,0,0.24,N,15
11061,9826,26,64992,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,9.63,0,0.06,N,4
11062,28180,29,45000,OWN,0.0,MEDICAL,D,10000,17.58,0,0.22,Y,6
11063,27543,33,150000,MORTGAGE,17.0,VENTURE,A,14000,6.62,0,0.09,N,7
11064,23747,32,70000,RENT,1.0,DEBTCONSOLIDATION,B,9450,10.83,0,0.14,N,10
11065,11965,23,78000,MORTGAGE,7.0,EDUCATION,A,12400,7.29,0,0.16,N,3
11066,18734,28,63564,RENT,4.0,MEDICAL,C,16000,13.47,0,0.25,Y,5
11067,31673,42,120000,MORTGAGE,18.0,PERSONAL,B,6000,10.38,0,0.05,N,11
11068,6783,23,50000,MORTGAGE,5.0,PERSONAL,B,9000,11.14,0,0.18,N,2
11069,29792,36,27600,RENT,1.0,MEDICAL,B,4000,11.86,0,0.14,N,12
11070,27655,30,111000,RENT,3.0,VENTURE,C,15450,10.91,0,0.14,Y,7
11071,9587,24,62677,MORTGAGE,2.0,MEDICAL,B,6000,10.2,0,0.1,N,2
11072,7672,22,25000,RENT,0.0,MEDICAL,C,7000,12.87,0,0.28,Y,2
11073,14430,22,106000,MORTGAGE,5.0,EDUCATION,F,25000,18.09,0,0.24,N,3
11074,3230,23,36000,MORTGAGE,7.0,PERSONAL,A,7200,5.42,0,0.2,N,2
11075,2913,22,83000,RENT,4.0,EDUCATION,A,3000,9.63,0,0.04,N,3
11076,24836,31,77000,MORTGAGE,4.0,VENTURE,C,10000,14.65,0,0.13,N,5
11077,1658,24,15120,RENT,4.0,MEDICAL,A,1600,7.51,0,0.11,N,3
11078,10639,23,69743,MORTGAGE,7.0,PERSONAL,D,1000,14.11,0,0.01,N,3
11079,9659,25,55000,RENT,0.0,EDUCATION,C,8400,13.72,0,0.15,N,3
11080,5986,25,48000,MORTGAGE,0.0,MEDICAL,C,23500,13.49,0,0.49,Y,4
11081,28665,27,38400,RENT,6.0,MEDICAL,B,5000,9.88,0,0.13,N,10
11082,21497,31,48000,OWN,0.0,HOMEIMPROVEMENT,B,20000,10.62,0,0.42,N,7
11083,8868,26,44000,RENT,10.0,PERSONAL,C,8000,13.8,0,0.18,N,3
11084,17467,23,42000,RENT,2.0,EDUCATION,B,6500,10.37,0,0.15,N,3
11085,16533,22,69000,MORTGAGE,6.0,PERSONAL,C,7800,12.41,0,0.11,N,4
11086,18928,28,29000,OWN,1.0,VENTURE,C,6250,12.87,0,0.22,Y,9
11087,7894,22,55000,MORTGAGE,7.0,MEDICAL,B,13500,9.67,0,0.25,N,2
11088,14329,26,105000,OWN,10.0,HOMEIMPROVEMENT,B,4800,11.71,0,0.05,N,4
11089,29727,44,62000,RENT,11.0,DEBTCONSOLIDATION,A,11000,8.07,0,0.18,N,16
11090,31219,44,80160,MORTGAGE,13.0,DEBTCONSOLIDATION,C,5500,13.92,0,0.07,Y,13
11091,14813,24,115000,MORTGAGE,8.0,EDUCATION,B,15000,11.48,0,0.13,N,3
11092,17646,23,96000,RENT,7.0,EDUCATION,B,10000,10.65,0,0.1,N,3
11093,25355,28,84000,OWN,12.0,VENTURE,D,25000,15.62,0,0.3,Y,5
11094,13611,23,95000,MORTGAGE,4.0,MEDICAL,A,4400,7.9,0,0.05,N,3
11095,11405,22,74500,MORTGAGE,6.0,VENTURE,C,8000,15.96,0,0.11,N,3
11096,12006,22,78000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9600,10.95,0,0.12,N,2
11097,11256,25,72400,MORTGAGE,9.0,VENTURE,E,8000,17.39,0,0.11,N,3
11098,22396,34,55000,MORTGAGE,4.0,EDUCATION,C,7000,13.49,0,0.13,Y,10
11099,20405,27,60000,RENT,6.0,DEBTCONSOLIDATION,B,4500,12.69,0,0.07,N,7
11100,4982,22,43000,OWN,5.0,VENTURE,B,3500,11.49,0,0.08,N,3
11101,19983,27,35000,RENT,5.0,MEDICAL,C,10375,14.27,0,0.3,N,5
11102,15793,24,175000,MORTGAGE,9.0,EDUCATION,A,10000,5.42,0,0.06,N,3
11103,22963,32,37050,RENT,2.0,DEBTCONSOLIDATION,A,8000,8.0,0,0.22,N,6
11104,32251,36,61000,MORTGAGE,2.0,VENTURE,B,10000,10.25,0,0.16,N,14
11105,22793,28,30000,RENT,2.0,MEDICAL,B,7700,12.42,0,0.26,N,8
11106,21910,27,81000,RENT,0.0,VENTURE,A,6000,7.14,0,0.07,N,9
11107,20254,27,54000,RENT,3.0,EDUCATION,B,4000,10.74,0,0.07,N,5
11108,27639,28,50000,RENT,2.0,EDUCATION,B,15200,10.25,0,0.3,N,10
11109,14289,26,103200,MORTGAGE,8.0,PERSONAL,A,9000,6.76,0,0.09,N,2
11110,15844,25,199000,MORTGAGE,4.0,PERSONAL,B,15000,9.99,0,0.08,N,2
11111,7492,25,53004,OWN,9.0,EDUCATION,B,2000,10.75,0,0.04,N,4
11112,23556,34,64000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,6.91,0,0.13,N,6
11113,1321,23,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0.3,N,4
11114,15987,25,85000,MORTGAGE,9.0,MEDICAL,A,4000,7.88,0,0.05,N,3
11115,18922,30,45000,RENT,14.0,PERSONAL,A,1900,5.79,0,0.04,N,7
11116,11309,24,55000,RENT,6.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.18,N,3
11117,5174,22,75000,RENT,2.0,DEBTCONSOLIDATION,B,9000,10.99,0,0.12,N,4
11118,754,23,80000,RENT,4.0,MEDICAL,A,20000,7.9,0,0.25,N,4
11119,30734,37,42000,RENT,2.0,VENTURE,C,8400,13.49,0,0.2,N,15
11120,28865,28,79536,MORTGAGE,12.0,PERSONAL,A,16425,7.9,0,0.21,N,10
11121,21177,34,82000,RENT,3.0,HOMEIMPROVEMENT,A,5000,8.32,0,0.06,N,9
11122,13555,25,42504,RENT,0.0,MEDICAL,B,12600,11.26,0,0.3,N,3
11123,26313,32,100000,MORTGAGE,17.0,MEDICAL,A,4500,5.42,0,0.04,N,10
11124,12068,23,79000,MORTGAGE,2.0,EDUCATION,A,3200,7.88,0,0.04,N,2
11125,7629,25,110500,RENT,9.0,VENTURE,D,6400,13.67,0,0.06,N,3
11126,30231,37,50000,MORTGAGE,0.0,PERSONAL,A,3200,7.51,0,0.06,N,17
11127,8919,22,60000,MORTGAGE,6.0,VENTURE,A,11200,5.79,0,0.19,N,4
11128,23559,32,64000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0,0.13,N,7
11129,22889,35,59196,MORTGAGE,0.0,EDUCATION,A,5000,8.0,0,0.08,N,5
11130,10262,23,70560,RENT,1.0,MEDICAL,A,9600,7.9,0,0.14,N,4
11131,24841,28,77000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,2600,11.71,0,0.03,N,5
11132,24032,28,69000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.14,N,8
11133,19467,30,33600,MORTGAGE,5.0,EDUCATION,A,9000,6.91,0,0.27,N,6
11134,14606,22,45996,RENT,6.0,EDUCATION,B,2000,11.36,0,0.04,N,4
11135,31840,40,160000,MORTGAGE,3.0,EDUCATION,C,12000,14.27,0,0.07,Y,17
11136,13166,24,115000,RENT,8.0,EDUCATION,A,12000,6.54,0,0.1,N,3
11137,4716,24,42000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,2500,15.28,0,0.06,N,2
11138,28566,32,78000,RENT,0.0,EDUCATION,C,13000,12.87,0,0.17,Y,10
11139,1494,24,27000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7500,10.39,0,0.28,N,2
11140,29572,36,36000,RENT,3.0,EDUCATION,B,2500,9.76,0,0.07,N,15
11141,11771,24,75600,MORTGAGE,5.0,VENTURE,A,7200,5.99,0,0.1,N,2
11142,22121,30,52000,MORTGAGE,3.0,EDUCATION,C,5750,13.79,0,0.11,N,10
11143,3296,24,36000,MORTGAGE,8.0,PERSONAL,A,4800,6.91,0,0.13,N,3
11144,31507,47,100000,MORTGAGE,4.0,EDUCATION,B,2500,9.99,0,0.03,N,15
11145,5823,22,30000,RENT,2.0,PERSONAL,B,5500,11.86,0,0.18,N,3
11146,16296,24,87000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.29,N,4
11147,27202,28,125600,MORTGAGE,0.0,PERSONAL,A,13800,7.88,0,0.11,N,6
11148,14005,25,100000,MORTGAGE,6.0,VENTURE,B,12000,9.91,0,0.12,N,4
11149,11674,24,75000,OWN,2.0,PERSONAL,B,8500,11.36,0,0.11,N,4
11150,28276,28,108000,MORTGAGE,6.0,PERSONAL,B,27400,10.99,0,0.25,N,8
11151,28652,31,47700,RENT,2.0,MEDICAL,B,12000,11.99,0,0.25,N,6
11152,26814,28,114400,MORTGAGE,0.0,PERSONAL,A,12000,7.29,0,0.1,N,6
11153,16100,24,36000,RENT,5.0,VENTURE,D,6000,14.96,0,0.17,N,3
11154,28828,29,118374,MORTGAGE,13.0,HOMEIMPROVEMENT,C,3500,13.49,0,0.03,N,5
11155,9531,23,62352,OWN,7.0,EDUCATION,B,29800,10.65,0,0.48,N,3
11156,8369,24,57431,MORTGAGE,8.0,PERSONAL,A,4000,6.76,0,0.07,N,3
11157,9310,26,61000,MORTGAGE,4.0,PERSONAL,A,8000,7.49,0,0.13,N,2
11158,4385,22,29534,RENT,1.0,EDUCATION,B,4800,11.99,0,0.16,N,4
11159,24502,27,73200,MORTGAGE,7.0,EDUCATION,C,15000,13.22,0,0.2,N,5
11160,32159,36,32004,RENT,3.0,MEDICAL,B,5000,10.62,0,0.16,N,13
11161,21363,27,25000,RENT,1.0,EDUCATION,A,5600,7.9,0,0.22,N,8
11162,8025,25,37000,RENT,0.0,DEBTCONSOLIDATION,C,7200,11.34,0,0.19,Y,2
11163,2263,23,31164,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.14,N,2
11164,18361,34,20400,MORTGAGE,6.0,MEDICAL,C,3300,13.06,0,0.16,Y,10
11165,972,24,24000,OWN,1.0,EDUCATION,A,2400,7.49,0,0.1,N,2
11166,19995,35,37400,MORTGAGE,3.0,VENTURE,D,10750,15.95,0,0.29,N,5
11167,31504,40,82000,RENT,2.0,MEDICAL,B,14000,10.37,0,0.17,N,13
11168,21452,27,48000,OWN,3.0,EDUCATION,C,4500,13.8,0,0.09,N,8
11169,27572,27,150000,MORTGAGE,11.0,PERSONAL,B,25000,10.36,0,0.17,N,7
11170,6824,24,67644,RENT,3.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.09,N,3
11171,22040,30,78000,RENT,12.0,PERSONAL,A,7000,6.54,0,0.09,N,5
11172,1037,21,24000,OWN,2.0,MEDICAL,B,7000,11.86,0,0.29,N,2
11173,12082,23,79200,MORTGAGE,6.0,EDUCATION,A,8000,7.88,0,0.1,N,4
11174,10662,24,37200,RENT,4.0,MEDICAL,D,10000,12.92,0,0.27,Y,4
11175,25688,28,90000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,1800,7.51,0,0.02,N,5
11176,31729,46,60000,RENT,10.0,MEDICAL,C,15000,13.49,0,0.25,N,17
11177,24361,28,48000,RENT,0.0,EDUCATION,B,10000,10.08,0,0.21,N,6
11178,17142,22,91000,OWN,5.0,EDUCATION,A,15000,7.88,0,0.16,N,3
11179,3630,25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5400,8.9,0,0.14,N,2
11180,28554,33,135000,OWN,0.0,VENTURE,B,17500,11.83,0,0.13,N,5
11181,5214,25,44400,MORTGAGE,6.0,VENTURE,C,14125,12.99,0,0.32,N,2
11182,11768,26,75555,MORTGAGE,4.0,MEDICAL,B,10000,10.39,0,0.13,N,2
11183,28133,27,30000,RENT,5.0,PERSONAL,B,4975,10.37,0,0.17,N,9
11184,18979,33,110000,RENT,3.0,EDUCATION,D,15000,14.42,0,0.14,Y,9
11185,25479,31,85000,MORTGAGE,15.0,PERSONAL,A,4500,6.54,0,0.05,N,6
11186,19336,33,25000,RENT,6.0,PERSONAL,A,2800,9.32,0,0.11,N,7
11187,29766,37,68480,RENT,2.0,HOMEIMPROVEMENT,C,3600,15.23,0,0.05,Y,15
11188,14229,22,102000,MORTGAGE,3.0,MEDICAL,A,18000,8.49,0,0.18,N,3
11189,9603,24,63000,MORTGAGE,0.0,VENTURE,B,6000,9.91,0,0.1,N,4
11190,20789,27,42072,RENT,3.0,VENTURE,B,5000,11.49,0,0.12,N,10
11191,15370,26,22440,OWN,10.0,VENTURE,B,4750,11.86,0,0.21,N,4
11192,13037,22,36000,OWN,6.0,EDUCATION,B,14500,10.99,0,0.4,N,3
11193,360,24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2
11194,11621,26,70000,RENT,2.0,HOMEIMPROVEMENT,B,10000,9.45,0,0.14,N,3
11195,22847,32,58800,OWN,16.0,PERSONAL,C,7000,13.99,0,0.12,N,7
11196,29296,36,69996,RENT,6.0,VENTURE,B,20400,10.37,0,0.29,N,14
11197,7981,23,85000,RENT,0.0,DEBTCONSOLIDATION,A,7175,7.49,0,0.08,N,4
11198,22733,27,57600,MORTGAGE,3.0,MEDICAL,B,3000,11.11,0,0.05,N,6
11199,2286,22,48000,RENT,1.0,MEDICAL,B,13000,9.99,0,0.27,N,2
11200,16065,22,130000,MORTGAGE,3.0,VENTURE,B,24250,12.18,0,0.19,N,4
11201,16013,22,41600,OWN,4.0,EDUCATION,B,12000,12.42,0,0.29,N,4
11202,6614,26,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10800,10.99,0,0.22,N,4
11203,27412,27,71000,RENT,11.0,EDUCATION,B,15000,9.01,0,0.21,N,6
11204,12984,24,84000,RENT,1.0,PERSONAL,A,12000,6.91,0,0.14,N,2
11205,3603,22,37800,MORTGAGE,7.0,EDUCATION,B,7200,10.99,0,0.19,N,2
11206,6181,24,48000,MORTGAGE,2.0,EDUCATION,B,5500,11.36,0,0.11,N,3
11207,11220,25,72000,MORTGAGE,6.0,PERSONAL,B,5000,12.18,0,0.07,N,3
11208,11569,24,67600,RENT,7.0,HOMEIMPROVEMENT,D,10000,16.02,0,0.15,Y,2
11209,24630,31,64900,RENT,2.0,MEDICAL,A,10000,7.66,0,0.15,N,5
11210,31801,40,148350,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.03,N,16
11211,20395,30,50000,RENT,3.0,VENTURE,C,4500,13.11,0,0.09,Y,7
11212,13729,23,95004,MORTGAGE,4.0,VENTURE,A,10000,7.51,0,0.11,N,4
11213,7222,22,52000,MORTGAGE,6.0,VENTURE,C,2650,12.99,0,0.05,Y,3
11214,14543,26,110000,MORTGAGE,1.0,MEDICAL,B,5000,12.69,0,0.05,N,2
11215,12492,22,46000,RENT,0.0,VENTURE,C,12000,12.68,0,0.26,Y,3
11216,3243,23,70000,RENT,1.0,EDUCATION,A,3500,5.42,0,0.05,N,3
11217,29722,41,48000,RENT,0.0,MEDICAL,A,11000,7.66,0,0.23,N,15
11218,30586,40,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,14400,5.42,0,0.24,N,12
11219,27566,29,150000,MORTGAGE,4.0,MEDICAL,A,7200,7.29,0,0.05,N,7
11220,27786,27,170000,RENT,0.0,HOMEIMPROVEMENT,A,16000,5.79,0,0.09,N,8
11221,24141,27,41500,RENT,0.0,MEDICAL,C,10000,11.09,0,0.24,Y,6
11222,3152,26,33000,RENT,1.0,VENTURE,B,3500,10.25,0,0.11,N,2
11223,2884,23,70000,RENT,1.0,VENTURE,C,3000,14.27,0,0.04,Y,2
11224,9836,24,37000,RENT,5.0,VENTURE,A,9000,7.14,0,0.24,N,2
11225,15785,24,172000,MORTGAGE,5.0,EDUCATION,B,15000,10.37,0,0.09,N,4
11226,12076,25,79000,MORTGAGE,9.0,PERSONAL,B,7500,10.01,0,0.09,N,3
11227,4825,22,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,3
11228,3417,21,87000,RENT,5.0,MEDICAL,B,11000,11.58,0,0.13,N,2
11229,30599,40,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3500,12.99,0,0.06,Y,14
11230,8349,26,57006,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000,6.17,0,0.11,N,2
11231,12602,21,24996,RENT,0.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.12,N,3
11232,21155,30,72516,RENT,11.0,PERSONAL,C,5000,13.85,0,0.07,Y,6
11233,14250,25,64000,RENT,9.0,MEDICAL,B,14400,9.62,0,0.23,N,2
11234,2130,26,30000,MORTGAGE,0.0,VENTURE,C,4000,13.16,0,0.13,Y,4
11235,29104,33,36000,MORTGAGE,10.0,VENTURE,A,5000,8.49,0,0.14,N,9
11236,17911,31,273655,MORTGAGE,4.0,DEBTCONSOLIDATION,A,19600,7.51,0,0.07,N,5
11237,21590,31,49000,OWN,15.0,EDUCATION,C,14000,13.99,0,0.29,N,10
11238,6543,24,47000,RENT,8.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.13,N,4
11239,20725,30,36933,RENT,2.0,PERSONAL,C,5000,11.91,0,0.14,Y,6
11240,353,23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3
11241,6532,24,46151,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.13,N,4
11242,19530,31,55000,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.23,0,0.22,N,10
11243,13755,23,96000,MORTGAGE,4.0,PERSONAL,A,9000,6.62,0,0.09,N,4
11244,22690,33,50750,RENT,2.0,PERSONAL,C,7500,11.91,0,0.15,Y,6
11245,22376,35,40000,RENT,3.0,VENTURE,D,7000,16.07,0,0.17,Y,8
11246,1278,23,25200,OWN,3.0,EDUCATION,B,1000,11.48,0,0.04,N,4
11247,24663,34,75000,MORTGAGE,14.0,MEDICAL,B,10000,11.11,0,0.13,N,10
11248,10641,23,36000,RENT,0.0,EDUCATION,A,10000,8.59,0,0.28,N,2
11249,22130,31,42500,RENT,3.0,MEDICAL,A,6500,7.29,0,0.15,N,10
11250,3086,21,33000,RENT,5.0,VENTURE,C,3375,13.49,0,0.1,Y,3
11251,16958,23,85000,RENT,2.0,EDUCATION,B,5000,11.58,0,0.06,N,3
11252,8158,22,45999,RENT,1.0,VENTURE,A,7300,7.88,0,0.16,N,2
11253,13557,26,93500,MORTGAGE,9.0,VENTURE,D,6250,14.83,0,0.07,Y,3
11254,17198,23,60000,MORTGAGE,0.0,EDUCATION,B,10000,11.26,0,0.17,N,3
11255,2678,22,50000,RENT,6.0,PERSONAL,B,3000,10.99,0,0.06,N,3
11256,16892,22,69600,RENT,6.0,DEBTCONSOLIDATION,C,1350,12.68,0,0.02,Y,3
11257,10544,26,33200,RENT,2.0,MEDICAL,B,10000,11.49,0,0.3,N,2
11258,1360,26,26004,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.23,N,2
11259,21560,27,48600,MORTGAGE,4.0,PERSONAL,D,10000,15.7,0,0.21,N,9
11260,3478,23,37000,OWN,0.0,EDUCATION,A,6000,8.9,0,0.16,N,3
11261,25371,30,62000,RENT,14.0,MEDICAL,B,12000,11.71,0,0.19,N,9
11262,16454,23,75000,RENT,4.0,VENTURE,A,5000,7.49,0,0.07,N,4
11263,13710,23,75000,RENT,6.0,DEBTCONSOLIDATION,A,13000,6.91,0,0.17,N,2
11264,8013,26,34099,RENT,2.0,MEDICAL,C,7200,12.73,0,0.21,N,3
11265,21696,28,50000,MORTGAGE,7.0,PERSONAL,D,6000,15.99,0,0.12,Y,9
11266,14049,23,100000,MORTGAGE,0.0,VENTURE,A,11000,8.49,0,0.11,N,2
11267,2377,22,45000,RENT,5.0,MEDICAL,C,2500,14.35,0,0.06,Y,2
11268,2293,25,21600,RENT,4.0,EDUCATION,A,2500,5.99,0,0.12,N,3
11269,21338,31,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,10.38,0,0.11,N,6
11270,10246,23,66000,MORTGAGE,7.0,VENTURE,B,2700,10.74,0,0.04,N,3
